#Parameters = {ApertureA=7300; ApertureB=6000; Horn_Height=7300; ProbeHeight=1333; ProbeL=2000; ProbeR=23.5; ProbeRin=69.2; ProbeRout=72; R=10000; Thickness=3; WGH=3200; WGL=3000; WGW=2000}
#"Frequency / GHz"	"S1,1 (1) [Magnitude / dB]"
#---------------------------------------------
0.081699997186661	-24.343113904622
0.081749998033047	-24.192227223277
0.081799998879433	-24.042968411181
0.081849999725819	-23.895175375555
0.081900000572205	-23.748707258131
0.081950001418591	-23.603430754135
0.082000002264977	-23.459237038466
0.082050003111362	-23.316031953168
0.082099996507168	-23.173739417144
0.082149997353554	-23.032301071400
0.082199998199940	-22.891673748655
0.082249999046326	-22.751832329950
0.082299999892712	-22.612773488889
0.082350000739098	-22.474498279508
0.082400001585484	-22.337029932732
0.082450002431870	-22.200401886583
0.082500003278255	-22.064657743436
0.082549996674061	-21.929852649778
0.082599997520447	-21.796048450451
0.082649998366833	-21.663313909629
0.082699999213219	-21.531722780207
0.082750000059605	-21.401349957982
0.082800000905991	-21.272275385769
0.082850001752377	-21.144574275759
0.082900002598763	-21.018323858355
0.082950003445148	-20.893596656025
0.082999996840954	-20.770462409173
0.083049997687340	-20.648980876660
0.083099998533726	-20.529209381935
0.083149999380112	-20.411193037816
0.083200000226498	-20.294977086588
0.083250001072884	-20.180585641884
0.083300001919270	-20.068040501151
0.083350002765656	-19.957350386078
0.083400003612041	-19.848513723180
0.083449997007847	-19.741516303978
0.083499997854233	-19.636335692051
0.083549998700619	-19.532934903589
0.083599999547005	-19.431267067688
0.083650000393391	-19.331274309128
0.083700001239777	-19.232885917760
0.083750002086163	-19.136024491448
0.083800002932549	-19.040600063580
0.083849996328354	-18.946516314605
0.083899997174740	-18.853662819045
0.083949998021126	-18.761930310702
0.083999998867512	-18.671196463756
0.084049999713898	-18.581336311081
0.084100000560284	-18.492220410809
0.084150001406670	-18.403716692468
0.084200002253056	-18.315692432654
0.084250003099442	-18.228014425185
0.084299996495247	-18.140552934971
0.084349997341633	-18.053173696277
0.084399998188019	-17.965759970063
0.084449999034405	-17.878189561448
0.084499999880791	-17.790351869979
0.084550000727177	-17.702146142053
0.084600001573563	-17.613480888071
0.084650002419949	-17.524277598749
0.084700003266335	-17.434466668068
0.084749996662140	-17.343993124983
0.084799997508526	-17.252817272149
0.084849998354912	-17.160911345872
0.084899999201298	-17.068261989674
0.084950000047684	-16.974874549798
0.085000000894070	-16.880761362323
0.085050001740456	-16.785957249795
0.085100002586842	-16.690501919781
0.085150003433228	-16.594453939938
0.085199996829033	-16.497880799552
0.085249997675419	-16.400859181864
0.085299998521805	-16.303476925884
0.085349999368191	-16.205829767456
0.085400000214577	-16.108017368597
0.085450001060963	-16.010145835824
0.085500001907349	-15.912325335936
0.085550002753735	-15.814664536501
0.085600003600121	-15.717277205804
0.085649996995926	-15.620271948170
0.085699997842312	-15.523755116746
0.085749998688698	-15.427829622843
0.085799999535084	-15.332591422540
0.085850000381470	-15.238134123077
0.085900001227856	-15.144536984703
0.085950002074242	-15.051875852641
0.086000002920628	-14.960212891410
0.086049996316433	-14.869601769086
0.086099997162819	-14.780086146217
0.086149998009205	-14.691695019417
0.086199998855591	-14.604446368583
0.086249999701977	-14.518345642480
0.086300000548363	-14.433386107332
0.086350001394749	-14.349543783643
0.086400002241135	-14.266789246968
0.086450003087521	-14.185071388892
0.086499996483326	-14.104335535684
0.086549997329712	-14.024508231420
0.086599998176098	-13.945505785565
0.086649999022484	-13.867237097371
0.086699999868870	-13.789594852119
0.086750000715256	-13.712469270156
0.086800001561642	-13.635738396288
0.086850002408028	-13.559270997255
0.086900003254414	-13.482937574383
0.086949996650219	-13.406597678975
0.086999997496605	-13.330115099965
0.087049998342991	-13.253343976805
0.087099999189377	-13.176148059148
0.087150000035763	-13.098389519639
0.087200000882149	-13.019935272370
0.087250001728535	-12.940663249366
0.087300002574921	-12.860455012502
0.087350003421307	-12.779204107700
0.087399996817112	-12.696817795539
0.087449997663498	-12.613215535506
0.087499998509884	-12.528331370594
0.087549999356270	-12.442119733560
0.087600000202656	-12.354548072495
0.087650001049042	-12.265605447388
0.087700001895428	-12.175297198479
0.087750002741814	-12.083652042319
0.087800003588200	-11.990714217651
0.087849996984005	-11.896549408373
0.087899997830391	-11.801239496060
0.087949998676777	-11.704885445994
0.087999999523163	-11.607610036920
0.088050000369549	-11.509543606966
0.088100001215935	-11.410835494301
0.088150002062321	-11.311646708337
0.088200002908707	-11.212152794313
0.088249996304512	-11.112532508342
0.088299997150898	-11.012978317910
0.088349997997284	-10.913685333232
0.088399998843670	-10.814856385438
0.088449999690056	-10.716697765846
0.088500000536442	-10.619410292923
0.088550001382828	-10.523203875455
0.088600002229214	-10.428280132419
0.088650003075600	-10.334841225665
0.088699996471405	-10.243083118501
0.088749997317791	-10.153202044609
0.088799998164177	-10.065380819773
0.088849999010563	-9.9798016252502
0.088899999856949	-9.8966363999787
0.088950000703335	-9.8160481901336
0.089000001549721	-9.7381941485703
0.089050002396107	-9.6632204351957
0.089100003242493	-9.5912639505832
0.089149996638298	-9.5224530209955
0.089199997484684	-9.4569043205938
0.089249998331070	-9.3947252685692
0.089299999177456	-9.3360102189549
0.089350000023842	-9.2808476153678
0.089400000870228	-9.2293102991027
0.089450001716614	-9.1814640525608
0.089500002563000	-9.1373595603305
0.089550003409386	-9.0970386333124
0.089599996805191	-9.0605290438241
0.089649997651577	-9.0278490294366
0.089699998497963	-8.9990054732541
0.089749999344349	-8.9739879743459
